"TOA5","UED1423~CCSL026566","CR350","4380","CR350-CELL215.Std.01.07","CPU:CCSL026566v2.CRB","63306","Table1"
"TIMESTAMP","RECORD","BattV_Avg","PTemp_C_Avg","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_S_WVT","WindDir_D1_WVT","MaxWS_ms_Max","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","RH","RHT_C_Avg","TiltNS_deg","TiltWE_deg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind_Tot","Pyrg_LWi_Avg"
"TS","RN","Volts","Deg C","W/m^2","mm","count","kilometers","meters/second","Deg","meters/second","Deg C","mbar","mbar","%","Deg C","degrees","degrees","MJ/m^2","","","W/m^2"
"","","Avg","Avg","Avg","Tot","Tot","Avg","WVc","WVc","Max","Avg","Avg","Avg","Smp","Avg","Smp","Smp","Tot","Smp","Tot","Avg"
"2025-04-12 02:00:00",2649,12.9,11.56,0,0,0,0,1.728,215.1,2.77,11.05,10.14283,707.7264,75.6,10.8,-1.1,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,326.7758
"2025-04-12 02:10:00",2650,12.89,11.64,0,0,0,0,1.313,305.7,2.07,11.15,10.0835,707.6465,76,10.71,-1.2,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,324.3057
"2025-04-12 02:20:00",2651,12.9,11.65,0,0,0,0,2.309,325.3,2.87,11.18,10.12017,707.5948,76.9,10.7,-1,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,325.2862
"2025-04-12 02:30:00",2652,12.89,11.65,0,0,0,0,2.012,335.8,2.93,11.18,10.18817,707.4396,75.2,10.75,-1.2,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,324.5363
"2025-04-12 02:40:00",2653,12.89,11.68,0,0,0,0,1.228,346.5,2.24,11.43,10.03117,707.3019,73.3,10.8,-1.3,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,325.954
"2025-04-12 02:50:00",2654,12.89,11.72,0,0,0,0,1.529,185.8,2.82,11.56,10.02567,707.3415,76.7,10.91,-1.2,0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,326.696
"2025-04-12 03:00:00",2655,12.88,11.76,0,0,0,0,0.827,264.6,1.41,11.4,10.13817,707.2682,75.5,10.94,-1.1,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,325.889
"2025-04-12 03:10:00",2656,12.87,11.8,0,0,0,0,1.386,264.2,2.12,11.45,10.11333,707.2702,74.8,10.86,-1.2,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,327.7734
"2025-04-12 03:20:00",2657,12.87,11.82,0,0,0,0,1.041,290.2,1.56,11.44,10.15183,707.2932,75.1,10.9,-1.3,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,333.8217
"2025-04-12 03:30:00",2658,12.87,11.82,0,0,0,0,0.727,317.2,1.17,11.39,10.11133,707.2135,74.2,10.89,-1.2,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,326.5995
"2025-04-12 03:40:00",2659,12.87,11.82,0,0,0,0,1.284,318.9,1.87,11.39,10.08183,707.2215,75.8,10.85,-1.3,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,325.0242
"2025-04-12 03:50:00",2660,12.86,11.81,0,0,0,0,1.436,353.5,2.02,11.46,10.00967,707.2,72.1,10.86,-1.2,0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,324.0177
"2025-04-12 04:00:00",2661,12.86,11.83,0,0,0,0,0.947,310.4,1.66,11.63,9.738,707.19,70,10.9,-1.3,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,330.2581
"2025-04-12 04:10:00",2662,12.85,11.91,0,0,0,0,0.871,293.7,2.17,11.88,9.569667,707.2519,67.5,10.97,-1.2,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,339.7654
"2025-04-12 04:20:00",2663,12.85,12,0,0,0,0,1.416,271.7,2.29,12.15,9.426333,707.3,66.3,11.17,-1.4,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,341.2823
"2025-04-12 04:30:00",2664,12.85,12.12,0,0,0,0,1.938,276.1,3.54,12.2,9.041166,707.3685,64,11.42,-1,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,341.5915
"2025-04-12 04:40:00",2665,12.85,12.27,0,0,0,0,1.939,286.5,2.72,12.3,8.767667,707.3849,60.1,11.63,-1.2,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,332.6855
"2025-04-12 04:50:00",2666,12.84,12.37,0,0,0,0,2.322,279.7,3.43,12.24,8.6115,707.405,60.3,11.75,-1.2,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,327.6064
"2025-04-12 05:00:00",2667,12.84,12.42,0,0,0,0,2.074,274.9,3.03,12.32,8.473166,707.4335,58.8,11.76,-1.3,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,324.2159
"2025-04-12 05:10:00",2668,12.83,12.47,0,0,0,0,1.851,267.8,2.75,12.17,8.418333,707.5235,59.5,11.74,-1.2,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,324.917
"2025-04-12 05:20:00",2669,12.83,12.46,0,0,0,0,1.625,268.7,2.88,12.24,8.329833,707.6851,58.5,11.68,-1.3,0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,329.2832
"2025-04-12 05:30:00",2670,12.83,12.44,0,0,0,0,2.03,251.8,3.56,12.26,8.447166,707.7986,60.6,11.68,-1.1,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,329.4047
"2025-04-12 05:40:00",2671,12.83,12.46,0,0,0,0,2.42,249.3,3.13,12.09,8.8375,707.9,64.9,11.66,-1.1,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,325.1477
"2025-04-12 05:50:00",2672,12.82,12.46,0,0,0,0,2.439,246.6,3.47,11.66,9.517667,707.9285,71.6,11.58,-1.3,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,318.1022
"2025-04-12 06:00:00",2673,12.82,12.41,0,0,0,0,2.529,285.3,3.25,11.47,9.394167,707.9781,66.3,11.33,-1.1,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,309.006
"2025-04-12 06:10:00",2674,12.81,12.32,0,0,0,0,2.493,309.2,3.55,11.4,9.228,707.8917,67.9,11.17,-1.3,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,293.1831
"2025-04-12 06:20:00",2675,12.82,12.12,0.387,0,0,0,3.177,298.6,4.08,11.17,9.097,707.8032,69.5,10.98,-1.4,0,2.5e-05,"013CAMPBELLCLIM50535VUE-500003772",0,291.0194
"2025-04-12 06:30:00",2676,12.83,11.9,4.743,0,0,0,3.335,305.2,4.25,11.16,8.924,707.8033,64.9,10.82,-1.2,0.1,0.00029,"013CAMPBELLCLIM50535VUE-500003772",0,293.6848
"2025-04-12 06:40:00",2677,12.91,11.75,16.33,0,0,0,3.347,303.8,4.21,11.35,8.492833,707.8218,61.6,10.87,-1.2,0,0.000995,"013CAMPBELLCLIM50535VUE-500003772",0,290.4415
"2025-04-12 06:50:00",2678,13.12,11.74,34.02,0,0,0,3.752,295,5.44,11.53,8.132667,707.967,57.6,11.05,-1.1,-0.1,0.002062,"013CAMPBELLCLIM50535VUE-500003772",0,279.9732
"2025-04-12 07:00:00",2679,13.5,11.88,57.38,0,0,0,3.229,294.1,4.86,12,7.896833,708.1351,56.4,11.38,-1.2,0,0.003457,"013CAMPBELLCLIM50535VUE-500003772",0,267.132
"2025-04-12 07:10:00",2680,13.85,12.27,83.7,0,0,0,3.321,269.8,4.89,12.15,8.046833,708.1884,57.1,11.95,-1.2,-0.1,0.005034,"013CAMPBELLCLIM50535VUE-500003772",0,263.3935
"2025-04-12 07:20:00",2681,13.89,12.79,74.94,0,0,0,3.145,272.3,4.79,11.97,8.367167,708.2686,60.4,12.28,-1.3,-0.2,0.004482,"013CAMPBELLCLIM50535VUE-500003772",0,263.933
"2025-04-12 07:30:00",2682,13.89,13.23,146.3,0,0,0,2.946,272.1,3.93,12.34,8.8045,708.3521,63.6,12.62,-1.5,0,0.0088,"013CAMPBELLCLIM50535VUE-500003772",0,267.9217
"2025-04-12 07:40:00",2683,13.87,13.69,96.7,0,0,0,2.975,280.3,4.14,12.19,9.2685,708.5052,65.6,12.88,-1.3,-0.2,0.005791,"013CAMPBELLCLIM50535VUE-500003772",0,266.5724
"2025-04-12 07:50:00",2684,13.86,13.99,167.2,0,0,0,3.16,273.1,4.51,12.09,9.217,708.6135,63.2,12.83,-1.3,-0.3,0.010209,"013CAMPBELLCLIM50535VUE-500003772",0,272.003
"2025-04-12 08:00:00",2685,13.86,14.23,138.2,0,0,0,3.378,277.3,5,12.24,9.246166,708.8453,65.2,13.04,-0.9,-0.1,0.008178,"013CAMPBELLCLIM50535VUE-500003772",0,300.4206
"2025-04-12 08:10:00",2686,13.86,14.52,164.4,0,0,0,3.143,276.7,4.56,12.2,8.854667,708.9568,62.8,13.06,-1.1,0.3,0.009879,"013CAMPBELLCLIM50535VUE-500003772",0,327.2501
"2025-04-12 08:20:00",2687,13.86,14.74,259.5,0,0,0,2.73,266.2,4.45,12.49,8.733666,709.0886,60.3,13.31,-1.2,-0.1,0.015618,"013CAMPBELLCLIM50535VUE-500003772",0,314.4738
"2025-04-12 08:30:00",2688,13.86,15.08,240.1,0,0,0,2.873,268.7,4.87,12.71,8.833167,709.2036,59.5,13.78,-1.1,0,0.014449,"013CAMPBELLCLIM50535VUE-500003772",0,303.5635
"2025-04-12 08:40:00",2689,13.83,15.45,318.6,0,0,0,2.644,264.1,6.57,12.86,8.734667,709.3635,58.8,14.18,-1.2,-0.2,0.019219,"013CAMPBELLCLIM50535VUE-500003772",0,324.2308
"2025-04-12 08:50:00",2690,13.83,15.89,426.9,0,0,0,3.388,264.8,5.81,13.35,9.146167,709.4417,57.5,14.74,-1.2,-0.4,0.025862,"013CAMPBELLCLIM50535VUE-500003772",0,323.8641
"2025-04-12 09:00:00",2691,13.82,16.51,621.5,0,0,0,3.594,267.9,7.7,14.45,9.476833,709.4017,55.7,15.73,-1.2,0,0.037247,"013CAMPBELLCLIM50535VUE-500003772",0,304.6739
"2025-04-12 09:10:00",2692,13.8,17.43,627.6,0,0,0,3.591,264.8,6.52,14.81,9.686,709.4267,59.9,16.78,-0.8,-0.2,0.037786,"013CAMPBELLCLIM50535VUE-500003772",0,294.7881
"2025-04-12 09:20:00",2693,13.77,18.34,699.9,0,0,0,3.862,264.1,6.56,15.15,10.036,709.4785,56.4,17.53,-1.1,0,0.041905,"013CAMPBELLCLIM50535VUE-500003772",0,291.5491
"2025-04-12 09:30:00",2694,13.75,19.14,602.5,0,0,0,3.318,274.7,5.83,15.53,10.40417,709.5,54,18,-0.9,-0.5,0.036165,"013CAMPBELLCLIM50535VUE-500003772",0,285.9013
"2025-04-12 09:40:00",2695,13.74,19.66,723.8,0,0,0,3.987,282,6.55,15.39,9.989833,709.582,64.9,18.14,-0.9,-0.4,0.043542,"013CAMPBELLCLIM50535VUE-500003772",0,292.565
"2025-04-12 09:50:00",2696,13.74,20.02,682.3,0,0,0,3.176,267.7,5.88,15.12,10.2035,709.7317,56.4,18.23,-1.3,-0.4,0.040822,"013CAMPBELLCLIM50535VUE-500003772",0,330.2771
"2025-04-12 10:00:00",2697,13.74,20.38,592.7,0,0,0,4.349,258.1,7.89,14.99,10.198,709.7919,63.8,18.42,-1.3,-0.7,0.035485,"013CAMPBELLCLIM50535VUE-500003772",0,342.5996
"2025-04-12 10:10:00",2698,13.71,20.62,650.9,0,0,0,4.566,265.9,7.97,14.73,10.57917,709.7984,63.2,17.97,-1.1,1,0.039085,"013CAMPBELLCLIM50535VUE-500003772",0,342.0423
"2025-04-12 10:20:00",2699,13.71,20.63,434,0,0,0,5.121,257.9,8.73,14.31,10.48767,709.8918,67.5,17.61,-2,-0.1,0.025821,"013CAMPBELLCLIM50535VUE-500003772",0,345.66
"2025-04-12 10:30:00",2700,13.72,20.38,367.5,0,0,0,5.212,255.2,7.36,13.66,10.09333,709.9718,64.7,16.81,-1.9,-0.5,0.02204,"013CAMPBELLCLIM50535VUE-500003772",0,345.4208
"2025-04-12 10:40:00",2701,13.72,19.91,372.5,0,0,0,4.38,264.6,7.63,13.36,10.205,709.9984,68.9,16.24,-0.7,-0.1,0.022379,"013CAMPBELLCLIM50535VUE-500003772",0,345.9061
"2025-04-12 10:50:00",2702,13.72,19.5,376.4,0,0,0,4.881,248.5,9.38,13.24,10.322,709.9966,66.3,15.85,-1.1,0.3,0.022576,"013CAMPBELLCLIM50535VUE-500003772",0,346.8092
"2025-04-12 11:00:00",2703,13.72,19.15,422,0,0,0,4.292,260.6,8.13,13.51,10.36417,709.9548,65.3,15.67,-0.9,0.1,0.025387,"013CAMPBELLCLIM50535VUE-500003772",0,345.3817
"2025-04-12 11:10:00",2704,13.75,19.03,452.3,0,0,0,3.914,262.9,6.99,13.64,9.898167,709.9483,62.1,15.83,-1.5,0.2,0.027134,"013CAMPBELLCLIM50535VUE-500003772",0,337.6456
"2025-04-12 11:20:00",2705,13.75,19.04,719.1,0,0,0,4.054,266.8,7.09,14.23,9.612666,709.9033,63.8,16.07,-1.8,0.1,0.043373,"013CAMPBELLCLIM50535VUE-500003772",0,335.8722
"2025-04-12 11:30:00",2706,13.75,19.25,546,0,0,0,4.863,256.6,8.91,13.94,10.932,709.8867,72.4,16.63,-1.2,0,0.032606,"013CAMPBELLCLIM50535VUE-500003772",0,338.2293
"2025-04-12 11:40:00",2707,13.75,19.52,590.9,0,0,0,4.478,248.7,7.77,14.28,11.6175,709.7914,73.4,16.78,-1.4,-0.1,0.03555,"013CAMPBELLCLIM50535VUE-500003772",0,340.5346
"2025-04-12 11:50:00",2708,13.72,19.79,794.6,0,0,0,4.331,255.6,7.57,14.74,11.22667,709.6898,69.3,17.21,0,-0.2,0.047768,"013CAMPBELLCLIM50535VUE-500003772",0,339.7807
"2025-04-12 12:00:00",2709,13.73,20.18,1048,0,0,0,4.722,259.7,8.94,15.21,10.9755,709.5465,56.3,17.86,-1.3,-0.1,0.063044,"013CAMPBELLCLIM50535VUE-500003772",0,334.3087
"2025-04-12 12:10:00",2710,13.73,20.75,849,0,0,0,4.828,255.4,7.98,14.78,11.17417,709.4632,65.4,18.19,-1,-0.2,0.050687,"013CAMPBELLCLIM50535VUE-500003772",0,325.6596
"2025-04-12 12:20:00",2711,13.7,21.13,724,0,0,0,4.779,244.7,9.99,15.09,12.20233,709.3817,79.8,18.24,-1.1,0.2,0.043163,"013CAMPBELLCLIM50535VUE-500003772",0,334.6336
"2025-04-12 12:30:00",2712,13.7,21.26,603.3,0,0,0,5.631,248.8,9.35,14.29,12.4255,709.2813,77,17.78,-1.6,0,0.036377,"013CAMPBELLCLIM50535VUE-500003772",0,349.104
"2025-04-12 12:40:00",2713,13.7,21.09,496.9,0,0,0,4.903,247.7,9.72,14.24,12.605,709.1413,73.1,17.21,-2.1,-0.2,0.030028,"013CAMPBELLCLIM50535VUE-500003772",0,352.6253
"2025-04-12 12:50:00",2714,13.7,20.83,646.1,0,0,0,5.825,232.2,8.39,14.75,12.182,708.9212,65.6,17.08,-1.4,0.6,0.038744,"013CAMPBELLCLIM50535VUE-500003772",0,344.202
"2025-04-12 13:00:00",2715,13.7,20.72,562.1,0,0,0,4.598,234.5,6.9,15.31,11.935,708.8202,72.5,17.32,-0.9,-0.4,0.033454,"013CAMPBELLCLIM50535VUE-500003772",0,351.7148
"2025-04-12 13:10:00",2716,13.7,20.8,450.6,0,0,0,4.523,248,10.61,14.72,11.68533,708.7682,67.1,17.42,-1.2,0.5,0.027074,"013CAMPBELLCLIM50535VUE-500003772",0,352.2934
"2025-04-12 13:20:00",2717,13.7,20.75,551.9,0,0,0,4.733,242.3,8.69,14.48,10.77233,708.6315,68.2,17.33,0,0.4,0.033127,"013CAMPBELLCLIM50535VUE-500003772",0,346.6365
"2025-04-12 13:30:00",2718,13.7,20.64,520,0,0,0,5.022,252.7,7.89,14.28,10.613,708.5447,63.1,17.06,-1.3,-0.1,0.03146,"013CAMPBELLCLIM50535VUE-500003772",0,340.8031
"2025-04-12 13:40:00",2719,13.7,20.47,578.6,0,0,0,4.671,250.8,9.5,14.81,10.86533,708.3932,60.2,17.08,-1.1,-0.1,0.034769,"013CAMPBELLCLIM50535VUE-500003772",0,331.7913
"2025-04-12 13:50:00",2720,13.7,20.43,494.9,0,0,0,4.519,246.2,8.21,15.39,11.5155,708.2482,67.9,17.5,-1.2,0.2,0.029251,"013CAMPBELLCLIM50535VUE-500003772",0,339.8029
"2025-04-12 14:00:00",2721,13.7,20.43,665.9,0,0,0,4.406,249.7,9.18,14.79,10.89467,707.9275,63.6,17.26,-2.1,-0.7,0.040439,"013CAMPBELLCLIM50535VUE-500003772",0,323.6831
"2025-04-12 14:10:00",2722,13.73,20.47,872,0,0,0,5.017,256.3,8.99,15.14,9.9115,707.6249,64.4,18.06,-1,-0.1,0.052323,"013CAMPBELLCLIM50535VUE-500003772",0,306.6084
"2025-04-12 14:20:00",2723,13.73,20.74,931,0,0,0,5.401,250,8.95,15.44,10.715,707.5013,59.2,18.8,-0.9,0.9,0.055826,"013CAMPBELLCLIM50535VUE-500003772",0,302.4752
"2025-04-12 14:30:00",2724,13.7,21,897,0,0,0,5.31,254.1,9.53,15.32,9.954,707.3481,56.9,18.91,-1.1,-0.5,0.053783,"013CAMPBELLCLIM50535VUE-500003772",0,294.5436
"2025-04-12 14:40:00",2725,13.7,21.15,931,0,0,0,5.695,249.2,9.79,15.42,9.982333,707.2282,52.3,19.1,-1.4,-1.5,0.055926,"013CAMPBELLCLIM50535VUE-500003772",0,312.7616
"2025-04-12 14:50:00",2726,13.7,21.31,891,0,0,0,6.216,249.2,10.14,15.15,10.61483,707.1068,68.9,19.21,-0.7,0.1,0.05288,"013CAMPBELLCLIM50535VUE-500003772",0,323.7866
"2025-04-12 15:00:00",2727,13.7,21.33,359.5,0,0,0,4.479,260.9,7.93,14.67,11.29633,707.2893,66.6,18.2,-1.4,1,0.022054,"013CAMPBELLCLIM50535VUE-500003772",0,312.0288
"2025-04-12 15:10:00",2728,13.7,21.06,755.4,0,0,0,4.11,268.9,7.74,14.94,11.44717,706.8815,67.3,18.27,-2,0,0.045278,"013CAMPBELLCLIM50535VUE-500003772",0,298.9164
"2025-04-12 15:20:00",2729,13.7,21,683.8,0,0,0,4.03,268.8,8.98,15.3,11.14933,706.804,68,18.99,-1.4,-0.4,0.040451,"013CAMPBELLCLIM50535VUE-500003772",0,298.2515
"2025-04-12 15:30:00",2730,13.7,20.96,411.9,0,0,0,3.312,269.9,6.31,14.69,10.87667,706.9608,61.8,18.11,-1.1,0,0.025198,"013CAMPBELLCLIM50535VUE-500003772",0,284.4598
"2025-04-12 15:40:00",2731,13.7,20.7,666.5,0,0,0,4.483,256.6,8.19,14.87,10.97767,706.5797,67.5,18.65,-0.9,-0.4,0.039986,"013CAMPBELLCLIM50535VUE-500003772",0,291.466
"2025-04-12 15:50:00",2732,13.7,20.69,665,0,0,0,4.006,268,7.34,14.86,11.3055,706.5302,68.6,19.03,-0.9,-0.4,0.039809,"013CAMPBELLCLIM50535VUE-500003772",0,296.8543
"2025-04-12 16:00:00",2733,13.7,20.79,603.7,0,0,0,3.219,269.4,6.45,14.92,10.9015,706.5682,65.1,19.25,-1.1,-0.1,0.036227,"013CAMPBELLCLIM50535VUE-500003772",0,293.6263
"2025-04-12 16:10:00",2734,13.7,20.91,373.4,0,0,0,3.239,266.3,6.13,14.86,11.11017,706.7802,63.9,19.23,-0.9,-0.1,0.022386,"013CAMPBELLCLIM50535VUE-500003772",0,286.1532
"2025-04-12 16:20:00",2735,13.7,20.82,506.1,0,0,0,2.758,280.8,6.95,15.12,11.382,706.665,67.3,19.12,-1.3,-0.6,0.0303,"013CAMPBELLCLIM50535VUE-500003772",0,297.288
"2025-04-12 16:30:00",2736,13.7,20.76,467.3,0,0,0,3.965,267.1,7.28,14.28,11.73,706.6723,71.1,19.2,-1.4,-0.2,0.027849,"013CAMPBELLCLIM50535VUE-500003772",0,286.5343
"2025-04-12 16:40:00",2737,13.7,20.61,457.1,0,0,0,4.683,260.1,8.76,14.23,11.93017,706.6779,73.5,18.84,-1.2,-0.1,0.027541,"013CAMPBELLCLIM50535VUE-500003772",0,296.3909
"2025-04-12 16:50:00",2738,13.7,20.42,382.2,0,0,0,3.42,273.9,8.37,14.06,11.68433,706.7016,73.2,18.75,-1.4,-0.4,0.022878,"013CAMPBELLCLIM50535VUE-500003772",0,280.3061
"2025-04-12 17:00:00",2739,13.72,20.22,345.4,0,0,0,3.014,269.9,6.93,13.79,11.71483,706.7918,73.6,18.6,-1.1,-0.1,0.020728,"013CAMPBELLCLIM50535VUE-500003772",0,281.8318
"2025-04-12 17:10:00",2740,13.73,20.02,253.3,0,0,0,3.507,268.1,5.79,13.28,11.488,707.0878,73.4,18.08,-1.2,0,0.014949,"013CAMPBELLCLIM50535VUE-500003772",0,288.4123
"2025-04-12 17:20:00",2741,13.73,19.53,172.2,0,0,0,3.1,273.1,6.72,13.03,11.48733,707.2962,77.3,16.51,-1,0.2,0.010488,"013CAMPBELLCLIM50535VUE-500003772",0,281.769
"2025-04-12 17:30:00",2742,13.75,18.89,193.9,0,0,0,3.434,283.6,7.55,12.78,11.62317,707.1934,81.1,16.34,-1.2,0.3,0.011558,"013CAMPBELLCLIM50535VUE-500003772",0,275.4084
"2025-04-12 17:40:00",2743,13.76,18.33,111.7,0,0,0,3.395,291,6.18,12.16,11.69467,707.3586,81,15.24,-0.5,0,0.006641,"013CAMPBELLCLIM50535VUE-500003772",0,267.8811
"2025-04-12 17:50:00",2744,13.76,17.58,111.2,0,0,0,3.72,278.5,6.94,11.86,11.66917,707.3682,86.1,14.14,-0.9,-0.5,0.00669,"013CAMPBELLCLIM50535VUE-500003772",0,269.0089
"2025-04-12 18:00:00",2745,13.79,16.87,82.2,0,0,0,3.301,289.7,6.44,11.69,11.71133,707.4555,86.3,13.62,-1.4,-0.2,0.004868,"013CAMPBELLCLIM50535VUE-500003772",0,268.2115
"2025-04-12 18:10:00",2746,13.79,16.24,42.95,0,0,0,3.939,285.1,7.21,11.31,11.7315,707.5865,87.3,12.62,-0.5,0,0.002566,"013CAMPBELLCLIM50535VUE-500003772",0,271.1669
"2025-04-12 18:20:00",2747,13.81,15.52,30.43,0,0,0,4.407,300.3,7.1,11.04,11.57483,707.5335,88.8,11.75,-0.3,-0.5,0.001813,"013CAMPBELLCLIM50535VUE-500003772",0,266.9814
"2025-04-12 18:30:00",2748,13.6,14.84,14.09,0,0,0,4.407,291.9,7.03,10.71,11.48483,707.697,89.7,11.15,-1,-0.3,0.00083,"013CAMPBELLCLIM50535VUE-500003772",0,266.4901
"2025-04-12 18:40:00",2749,13.17,14.15,2.307,0,0,0,4.614,297.6,8.04,10.37,11.40983,707.7783,90.2,10.64,-1.5,0.4,0.000133,"013CAMPBELLCLIM50535VUE-500003772",0,263.342
"2025-04-12 18:50:00",2750,13.1,13.5,0,0,0,0,4.052,293.9,7.04,10.13,11.3635,707.922,92.2,10.22,-1.2,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,262.8665
"2025-04-12 19:00:00",2751,13.07,12.95,0,0,0,0,5.273,301.2,9.4,10.03,11.36333,707.9935,92.9,9.96,-1.5,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,264.5274
"2025-04-12 19:10:00",2752,13.05,12.57,0,0,0,0,5.04,302,8.75,9.91,11.3415,708.0032,93.2,9.8,-1.2,0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,267.3999
"2025-04-12 19:20:00",2753,13.05,12.26,0,0,0,0,5.508,299.7,8.7,9.9,11.34517,708,94,9.71,-2.2,0.7,0,"013CAMPBELLCLIM50535VUE-500003772",0,264.9624
"2025-04-12 19:30:00",2754,13.04,12.02,0,0,0,0,5.585,302.2,8.3,9.7,11.39167,708.0433,95.2,9.63,-1.1,1.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,267.2312
"2025-04-12 19:40:00",2755,13.03,11.81,0,0,0,0,5.587,311.1,8.3,9.49,11.36983,708.0368,96.8,9.47,-1.9,0.4,0,"013CAMPBELLCLIM50535VUE-500003772",0,271.147
"2025-04-12 19:50:00",2756,13.02,11.63,0,0,0,0,5.424,313.1,7.83,9.35,11.25633,708.1835,95.1,9.3,-3,1.7,0,"013CAMPBELLCLIM50535VUE-500003772",0,276.674
"2025-04-12 20:00:00",2757,13.01,11.42,0,0,0,0,5.707,312.4,8.92,9.12,11.13333,708.262,95.8,9.1,-1.2,-0.5,0,"013CAMPBELLCLIM50535VUE-500003772",0,281.1007
"2025-04-12 20:10:00",2758,13,11.27,0,0,0,0,5.523,320,8.65,9.26,11.0815,708.3966,94.2,8.99,-1.7,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,285.4232
"2025-04-12 20:20:00",2759,13,11.1,0,0,0,0,5.551,316.5,8.25,9.24,11.01,708.537,93.7,8.98,-0.2,-1.6,0,"013CAMPBELLCLIM50535VUE-500003772",0,267.5575
"2025-04-12 20:30:00",2760,13,10.93,0,0,0,0,5.675,319.2,8.61,9.36,10.91983,708.627,92.5,8.97,-1.2,0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,264.5634
"2025-04-12 20:40:00",2761,12.99,10.78,0,0,0,0,4.888,302.9,7.79,9.31,10.7345,708.7534,89.9,9,-0.8,0.7,0,"013CAMPBELLCLIM50535VUE-500003772",0,266.2888
"2025-04-12 20:50:00",2762,12.99,10.65,0,0,0,0,5.561,301.4,7.85,9.46,10.70517,708.8351,91.6,9.05,-1.3,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,264.8543
"2025-04-12 21:00:00",2763,12.98,10.56,0,0,0,0,5.803,310.6,7.58,9.3,10.765,708.9149,91.6,9.09,-1.3,2.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,265.3566
"2025-04-12 21:10:00",2764,12.97,10.55,0,0,0,0,5.872,310.7,8.16,9.26,10.7735,708.922,92,9.04,-0.7,-1.4,0,"013CAMPBELLCLIM50535VUE-500003772",0,263.601
"2025-04-12 21:20:00",2765,12.98,10.51,0,0,0,0,5.896,320.4,7.89,9.25,10.72317,709.1203,93,8.99,-1.8,-0.6,0,"013CAMPBELLCLIM50535VUE-500003772",0,264.3284
"2025-04-12 21:30:00",2766,12.97,10.42,0,0,0,0,6.061,312.9,8.35,9.12,10.60833,709.1783,93,8.93,-1,1.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,264.4954
"2025-04-12 21:40:00",2767,12.97,10.34,0,0,0,0,5.567,318.3,7.98,9.11,10.62983,709.1831,92.2,8.87,-1.4,-0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,265.9359
"2025-04-12 21:50:00",2768,12.97,10.26,0,0,0,0,4.816,323.7,6.29,9.2,10.53483,709.1335,90,8.83,-0.7,-0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,267.1267
"2025-04-12 22:00:00",2769,12.96,10.19,0,0,0,0,5.491,323.4,8.26,9.26,10.495,709.2051,89.9,8.87,-1.2,0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,268.3661
"2025-04-12 22:10:00",2770,12.95,10.19,0,0,0,0,5.186,334.5,7.37,9.32,10.48333,709.3033,88.7,8.91,-1.2,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,268.5532
"2025-04-12 22:20:00",2771,12.96,10.18,0,0,0,0,4.986,325.9,6.51,9.5,10.52833,709.3452,88,9.02,-0.2,0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,269.553
