"TOA5","UED1423~CCSL026566","CR350","4380","CR350-CELL215.Std.01.07","CPU:CCSL026566v2.CRB","63306","Table1"
"TIMESTAMP","RECORD","BattV_Avg","PTemp_C_Avg","SlrFD_W_Avg","Rain_mm_Tot","Strikes_Tot","Dist_km_Avg","WS_ms_S_WVT","WindDir_D1_WVT","MaxWS_ms_Max","AirT_C_Avg","VP_mbar_Avg","BP_mbar_Avg","RH","RHT_C_Avg","TiltNS_deg","TiltWE_deg","SlrTF_MJ_Tot","CVMeta","Invalid_Wind_Tot","Pyrg_LWi_Avg"
"TS","RN","Volts","Deg C","W/m^2","mm","count","kilometers","meters/second","Deg","meters/second","Deg C","mbar","mbar","%","Deg C","degrees","degrees","MJ/m^2","","","W/m^2"
"","","Avg","Avg","Avg","Tot","Tot","Avg","WVc","WVc","Max","Avg","Avg","Avg","Smp","Avg","Smp","Smp","Tot","Smp","Tot","Avg"
"2025-03-24 16:30:00",0,13.74,19.32,279,0,0,0,4.012,287.8,5.77,13.67,10.85082,703.3868,69.2,16.35,-1.4,-0.1,0.003648,"",0,286.8604
"2025-03-24 16:40:00",1,13.74,19.63,245.5,0,0,0,2.822,281.5,5.76,13.4,10.48914,702.297,69.4,15.75,-0.6,-0.5,0.00769,"",0,287.3173
"2025-03-24 16:50:00",2,13.73,19.4,233,0,0,0,3.496,284.9,6.99,13.25,10.91917,709.28,73.8,15.52,-0.9,0.2,0.013941,"",0,289.0314
"2025-03-24 17:00:00",3,13.73,18.79,209.7,0,0,0,3.398,280.2,6.66,13.02,10.98983,709.3586,74.3,14.97,-1.1,-0.7,0.012585,"",0,290.4249
"2025-03-24 17:10:00",4,13.74,18.73,218.2,0,0,0,3.682,279.8,6.51,12.74,11.09517,709.48,75,14.64,-1.1,-0.4,0.01309,"",0,290.1625
"2025-03-24 17:20:00",5,13.74,18.49,217.6,0,0,0,3.552,281.7,6.34,12.7,11.71117,709.4715,82.8,14.45,-0.2,0.1,0.013065,"",0,288.7095
"2025-03-24 17:30:00",6,13.74,18.24,214.3,0,0,0,3.896,275.1,7.1,12.5,11.71767,709.4602,80.2,14.43,-0.7,-0.2,0.012831,"",0,285.7748
"2025-03-24 17:40:00",7,13.74,18,181.9,0,0,0,3.615,280.5,8.07,12.36,11.48017,709.6103,79.5,14.26,-1.2,0,0.010916,"",0,281.4825
"2025-03-24 17:50:00",8,13.74,17.75,177.5,0,0,0,3.687,274.5,6.98,12.12,11.8355,709.6685,85,14.33,-2,-0.3,0.010586,"",0,275.8885
"2025-03-24 18:00:00",9,13.77,17.5,117.4,0,1,0.617,4.522,284.8,6.81,11.78,11.60617,709.8668,84.3,13.85,-1.2,0.3,0.007036,"",0,268.9524
"2025-03-24 18:10:00",10,13.77,17.15,108.1,0,0,0,3.736,283,7.13,11.59,11.5465,709.8248,84.6,13.45,-1.5,-0.5,0.006473,"",0,265.1702
"2025-03-24 18:20:00",11,13.77,16.73,57.75,0,2,0.85,3.82,290.6,6.73,11.35,11.31267,709.9472,84.1,12.98,-0.9,0,0.003399,"",0,261.9818
"2025-03-24 18:30:00",12,13.42,16.15,22.49,0,1,0.4,3.995,290.3,6.66,10.96,11.06483,710.0767,85,11.91,-0.7,0.3,0.001337,"",0,259.6634
"2025-03-24 18:40:00",13,13.1,15.4,9.85,0,1,0.4,4.487,298,8.26,10.62,11.05167,710.0265,86.4,11.11,-2.7,0,0.000579,"",0,258.9139
"2025-03-24 18:50:00",14,12.96,14.7,0.795,0,0,0,4.973,300.7,8.47,10.37,10.806,710.0152,83.6,10.54,-1.2,-0.7,4.5e-05,"",0,257.9008
"2025-03-24 19:00:00",15,12.92,14.08,0,0,0,0,5.058,301.9,8.72,10.29,10.60517,710.0817,87.3,10.21,-0.4,0.2,0,"",0,257.1103
"2025-03-24 19:10:00",16,12.9,13.62,0,0,0,0,5.082,307.8,7.32,10.09,10.51617,710.2755,84.2,9.95,-2.4,0.4,0,"",0,256.9388
"2025-03-24 19:20:00",17,12.89,13.22,0,0,1,0.517,5.782,311.5,8.6,9.96,10.3815,710.3515,86.5,9.83,-1.6,1.1,0,"",0,255.97
"2025-03-24 19:30:00",18,12.88,12.89,0,0,0,0,5.557,314.4,9.01,9.55,10.213,710.2783,86.2,9.56,-1.3,0.4,0,"",0,255.611
"2025-03-24 19:40:00",19,12.87,12.58,0,0,0,0,5.752,318,8.64,9.34,10.07483,710.1915,84.7,9.31,-0.3,0.4,0,"",0,255.3504
"2025-03-24 19:50:00",20,12.86,12.3,0,0,0,0,5.973,315.4,9,9.46,9.988334,710.2435,85.8,9.14,-1.7,0,0,"",0,256.3295
"2025-03-24 20:00:00",21,12.85,12.09,0,0,0,0,5.892,310.5,8.82,9.47,10.00333,710.3935,84.1,9.13,-1.9,0.4,0,"",0,257.285
"2025-03-24 20:10:00",22,12.84,11.96,0,0,0,0,6.165,314.7,8.19,9.17,9.904667,710.3917,84.7,9.04,-0.5,0.5,0,"",0,257.9207
"2025-03-24 20:20:00",23,12.86,11.79,0,0,0,0,5.732,319,8.38,9.05,9.6695,710.4585,82.7,8.87,-1.8,0.5,0,"",0,258.3959
"2025-03-24 20:30:00",24,12.89,11.37,0,0,0,0,5.937,313.1,7.91,9.14,9.538333,710.4099,83,8.79,-0.5,-0.2,0,"",0,257.9563
"2025-03-24 20:40:00",25,12.89,10.9,0,0,0,0,5.638,316.5,7.48,9.1,9.328,710.4602,79.9,8.75,0.9,0.6,0,"",0,257.0863
"2025-03-24 20:50:00",26,12.89,10.57,0,0,0,0,5.512,300,7.75,9.14,9.300167,710.5133,79.1,8.78,-3.6,0.2,0,"",0,256.8235
"2025-03-24 21:00:00",27,12.88,10.36,0,0,0,0,5.214,299.7,7.66,9.03,9.3265,710.5285,82.1,8.78,-0.5,-0.7,0,"",0,256.7513
"2025-03-24 21:10:00",28,12.86,10.26,0,0,0,0,5.565,304,7.08,9.37,9.370334,710.5817,79.3,8.77,-2.7,-0.1,0,"",0,259.5684
"2025-03-24 21:20:00",29,12.87,10.18,0,0,0,0,5.505,303.3,7.46,9.28,9.434999,710.6702,81.3,8.93,-2,-1.1,0,"",0,260.4702
"2025-03-24 21:30:00",30,12.87,10.14,0,0,0,0,5.948,316.4,8.01,9.27,9.478,710.7167,79.7,8.94,-1.8,-0.1,0,"",0,259.7981
"2025-03-24 21:40:00",31,12.86,10.1,0,0,0,0,6.904,323.2,8.93,9.29,9.259833,710.7686,78.9,8.89,-1.5,-0.6,0,"",0,259.1045
"2025-03-24 21:50:00",32,12.86,10.07,0,0,0,0,6.531,323.9,8.56,9.44,9.078,710.9955,76.1,8.98,-1.7,-1.2,0,"",0,258.74
"2025-03-24 22:00:00",33,12.86,10.07,0,0,0,0,6.514,323.5,8.68,9.38,8.928166,711.1135,76.5,9.02,-1.7,-0.2,0,"",0,256.2997
"2025-03-24 22:10:00",34,12.84,10.09,0,0,0,0,6.392,318.8,10.23,9.13,8.908333,711.16,78.7,8.95,-1.2,-0.9,0,"",0,255.2968
"2025-03-24 22:20:00",35,12.85,10.04,0,0,0,0,5.885,309.8,9.81,9.15,9.032001,711.2701,78.4,8.89,-2.2,0.5,0,"",0,256.0902
"2025-03-24 22:30:00",36,12.85,9.98,0,0,0,0,6.405,306.5,9.11,9.13,9.151834,711.2548,80,8.81,-3.3,-0.2,0,"",0,256.0868
"2025-03-24 22:40:00",37,12.84,9.92,0,0,0,0,6.78,303.1,9.8,9.17,9.401999,711.17,82.4,8.83,-1.9,1,0,"",0,256.1989
"2025-03-24 22:50:00",38,12.84,9.91,0,0,0,0,6.872,306.3,11.65,9.23,9.4985,711.1599,82.5,8.84,-0.5,0,0,"",0,256.6344
"2025-03-24 23:00:00",39,12.84,9.92,0,0,0,0,6.265,296.4,9.87,9.34,9.660501,711.05,81.7,8.9,-1.2,-0.7,0,"",0,256.461
"2025-03-24 23:10:00",40,12.82,10,0,0,0,0,6.145,291,9.49,9.46,9.8385,711.1,83.9,9.04,-2.2,-2.7,0,"",0,256.2597
"2025-03-24 23:20:00",41,12.83,10.06,0,0,0,0,5.957,297.8,9.02,9.28,9.973666,711.1,86.8,9.05,-2.6,-0.7,0,"",0,255.3394
"2025-03-24 23:30:00",42,12.83,10.05,0,0,0,0,5.95,298.7,9.12,9.06,10.085,711.135,88.4,8.91,-2,-2.3,0,"",0,255.2985
"2025-03-24 23:40:00",43,12.82,10,0,0,0,0,5.499,296.8,8.87,8.98,10.19167,711.125,88.5,8.79,-0.6,1,0,"",0,256.6913
"2025-03-24 23:50:00",44,12.82,9.94,0,0,0,0,5.501,299.6,8.99,8.93,10.09667,711.0465,87.1,8.69,-1.6,-0.1,0,"",0,259.3138
"2025-03-25 00:00:00",45,12.82,9.88,0,0,0,0,5.408,299.8,8.52,8.96,10.18367,710.9583,88.5,8.66,-1.9,0.7,0,"013CAMPBELLCLIM50535VUE-500003772",0,262.2274
"2025-03-25 00:10:00",46,12.8,9.88,0,0,0,0,5.347,300.6,7.66,8.95,10.30501,710.8644,90.8,8.66,-1.8,1.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,266.04
"2025-03-25 00:20:00",47,12.81,9.87,0,0,0,0,5.307,294.3,8.15,8.99,10.36683,710.6129,89.2,8.66,-0.9,-0.4,0,"013CAMPBELLCLIM50535VUE-500003772",0,291.0743
"2025-03-25 00:30:00",48,12.81,9.91,0,0,0,0,4.717,298,7.73,9.17,10.48833,710.4432,89.4,8.8,-1.1,0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,293.0195
"2025-03-25 00:40:00",49,12.81,9.98,0,0,0,0,4.112,306.3,6.49,9.05,10.41333,710.3967,91.3,8.83,-1.7,-0.6,0,"013CAMPBELLCLIM50535VUE-500003772",0,303.6692
"2025-03-25 00:50:00",50,12.8,10.03,0,0,0,0,4.094,301.1,7.56,8.94,10.4685,710.33,90.3,8.78,-0.9,0.5,0,"013CAMPBELLCLIM50535VUE-500003772",0,311.8633
"2025-03-25 01:00:00",51,12.8,10.06,0,0,0,0,3.664,302.9,6.01,9.06,10.41817,710.3347,90.1,8.78,-1.3,0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,344.0428
"2025-03-25 01:10:00",52,12.79,10.17,0,0,0,0,3.617,312.7,5.22,9.1,10.23283,710.1883,87.2,8.85,-1.3,-0.8,0,"013CAMPBELLCLIM50535VUE-500003772",0,346.5569
"2025-03-25 01:20:00",53,12.79,10.24,0,0,0,0,3.742,292.5,5.8,9.17,10.13,710.0945,86.9,8.91,-0.5,0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,336.893
"2025-03-25 01:30:00",54,12.79,10.28,0,0.034,0,0,4.197,292.2,7,9.11,10.23217,709.7797,91.6,8.96,-0.7,1,0,"013CAMPBELLCLIM50535VUE-500003772",0,336.7005
"2025-03-25 01:40:00",55,12.79,10.28,0,0.034,0,0,3.81,296,5.34,8.72,10.34167,709.7819,92.3,8.78,-1.9,-0.4,0,"013CAMPBELLCLIM50535VUE-500003772",0,347.773
"2025-03-25 01:50:00",56,12.79,10.21,0,0.034,0,0,4.141,297.9,6.01,8.79,10.38983,709.7649,90.4,8.63,-1,0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,350.739
"2025-03-25 02:00:00",57,12.79,10.16,0,0.017,0,0,3.33,315,4.31,8.9,10.29333,709.6263,90.2,8.64,-1.3,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,350.9511
"2025-03-25 02:10:00",58,12.78,10.14,0,0.034,0,0,2.852,329.9,3.46,8.77,10.18133,709.4215,89.6,8.61,-1.2,0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,348.9731
"2025-03-25 02:20:00",59,12.78,10.01,0,0,0,0,3.256,333.6,4.43,8.72,10.10167,709.3132,88.9,8.43,-1.5,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,348.4766
"2025-03-25 02:30:00",60,12.78,9.85,0,0.017,0,0,3.8,314.7,4.81,8.85,10.06667,709.2065,89.6,8.4,-0.9,-0.5,0,"013CAMPBELLCLIM50535VUE-500003772",0,"NAN"
"2025-03-25 02:40:00",61,12.78,9.78,0,0,0,0,4.077,306.2,6.3,8.78,10.0985,709.2535,89,8.43,-0.6,0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,349.8698
"2025-03-25 02:50:00",62,12.78,9.77,0,0,0,0,3.716,287.1,4.9,9.01,10.28683,709.2448,90.4,8.52,-1.3,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,"NAN"
"2025-03-25 03:00:00",63,12.78,9.83,0,0.085,0,0,3.437,294.3,5.29,8.8,10.412,709.2685,95.2,8.62,-1.3,0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,351.4311
"2025-03-25 03:10:00",64,12.77,9.95,0,0.068,0,0,2.888,296.7,3.54,8.6,10.52,709.2432,93.8,8.53,-1.5,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,351.6592
"2025-03-25 03:20:00",65,12.77,10,0,0.017,0,0,3.665,314.6,4.91,8.94,10.418,709.1364,88.7,8.55,-1.7,0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,351.2768
"2025-03-25 03:30:00",66,12.77,10.01,0,0.085,0,0,4.74,336.3,6.34,9.07,10.285,709.0068,88.8,8.61,-1.3,0.5,0,"013CAMPBELLCLIM50535VUE-500003772",0,"NAN"
"2025-03-25 03:40:00",67,12.77,10,0,0.051,0,0,4.758,331.4,6.07,9.33,10.1965,709.1119,87.8,8.64,-1.3,-0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,350.0882
"2025-03-25 03:50:00",68,12.77,9.98,0,0.017,0,0,4.129,326.9,5.88,9.73,10.1345,709.1467,79.4,8.76,-1.4,0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,350.5773
"2025-03-25 04:00:00",69,12.77,10.02,0,0,1,0.45,2.917,304.9,4.07,10.13,9.774333,709.307,75.1,9.17,-1.4,0.3,0,"013CAMPBELLCLIM50535VUE-500003772",0,346.6239
"2025-03-25 04:10:00",70,12.76,10.15,0,0,1,0.333,3.208,274.3,6.15,10.04,9.6005,709.5905,83.2,9.43,-1.6,-0.7,0,"013CAMPBELLCLIM50535VUE-500003772",0,347.887
"2025-03-25 04:20:00",71,12.77,10.22,0,0.595,0,0,4.953,249.8,7.81,8.3,10.22933,709.8503,97.5,9.04,-1.3,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,350.1468
"2025-03-25 04:30:00",72,12.77,10.15,0,0.612,0,0,3.31,262.3,5.82,7.651,10.34317,709.9,99.5,8.28,-1.3,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,349.8515
"2025-03-25 04:40:00",73,12.77,10,0,0.204,0,0,3.005,273.3,5.01,7.41,10.20483,709.9601,98,7.83,-1.1,0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,348.5937
"2025-03-25 04:50:00",74,12.77,9.85,0,0.289,0,0,3.489,276.7,5.5,7.667,10.2585,710,97.5,7.688,-1.3,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,349.792
"2025-03-25 05:00:00",75,12.77,9.77,0,0.578,0,0,3.794,280.3,6.41,7.78,10.382,709.98,98.4,7.72,-1.7,0,0,"013CAMPBELLCLIM50535VUE-500003772",0,350.4882
"2025-03-25 05:10:00",76,12.76,9.8,0,0.714,1,0.333,4.248,287.2,6.79,8.01,10.5335,709.975,98.3,7.85,-2.2,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",0,351.4822
"2025-03-25 05:20:00",77,12.76,9.84,0,0.782,0,0,4.356,284.7,8.3,8.2,10.71867,710.05,98.3,8.02,-1.4,-0.2,0,"013CAMPBELLCLIM50535VUE-500003772",0,352.4745
"2025-03-25 05:30:00",78,12.76,9.92,0,1.309,1,0.017,4.82,286.3,8.07,8.4,10.88367,710.0987,99.4,8.2,-1.7,-2,0,"013CAMPBELLCLIM50535VUE-500003772",41,353.3476
"2025-03-25 05:40:00",79,12.76,10.04,0,1.547,0,0,4.66,294.2,4.66,8.49,11.015,710.2687,100,8.36,-2.9,0.7,0,"013CAMPBELLCLIM50535VUE-500003772",600,353.8513
"2025-03-25 05:50:00",80,12.76,10.11,0,0.731,1,0.017,4.66,294.2,4.66,8.24,10.89967,710.4335,100,8.34,-2.8,-0.3,0,"013CAMPBELLCLIM50535VUE-500003772",600,352.5988
"2025-03-25 06:00:00",81,12.77,10.11,0,0.136,0,0,4.66,294.2,4.66,8.02,10.7445,710.4982,100,8.19,1.5,-0.8,0,"013CAMPBELLCLIM50535VUE-500003772",600,351.591
"2025-03-25 06:10:00",82,12.75,10.08,0,0.085,0,0,4.66,294.2,4.66,7.575,10.42133,710.465,100,7.89,-3.4,-0.1,0,"013CAMPBELLCLIM50535VUE-500003772",600,349.3082
"2025-03-25 06:20:00",83,12.76,9.94,0,3.162,0,0,4.66,294.2,4.66,7.316,10.23633,710.3167,100,7.624,-0.2,1.3,0,"013CAMPBELLCLIM50535VUE-500003772",600,348.0366
"2025-03-25 06:30:00",84,12.76,9.75,0,8.14,0,0,4.66,294.2,4.66,7.016,10.02483,710.355,100,7.377,-1.2,0.3,0,"013CAMPBELLCLIM50535VUE-500003772",600,346.7509
"2025-03-25 06:40:00",85,12.76,9.53,0,0.935,0,0,4.66,294.2,4.66,6.795,9.868,710.3065,100,7.16,-1.6,0.6,0,"013CAMPBELLCLIM50535VUE-500003772",600,345.6816
"2025-03-25 06:50:00",86,12.76,9.33,0.318,2.125,0,0,4.66,294.2,4.66,6.626,9.778167,710.2163,100,6.971,-1.1,-0.6,2e-05,"013CAMPBELLCLIM50535VUE-500003772",600,344.9315
"2025-03-25 07:00:00",87,12.76,9.18,2.557,0.085,0,0,4.66,294.2,4.66,6.6,9.736668,710.1367,100,6.865,-3,0.3,0.000157,"013CAMPBELLCLIM50535VUE-500003772",600,345.226
"2025-03-25 07:10:00",88,12.78,9.14,7.325,0.034,0,0,4.66,294.2,4.66,6.612,9.751834,710.13,100,6.895,-0.4,-1.6,0.000444,"013CAMPBELLCLIM50535VUE-500003772",600,345.699
"2025-03-25 07:20:00",89,12.85,9.1,13.76,0,0,0,4.66,294.2,4.66,7.609,9.942,710.1234,91,7.037,-2.6,2,0.000832,"013CAMPBELLCLIM50535VUE-500003772",600,345.6193
"2025-03-25 07:30:00",90,12.95,9.13,21.35,0,0,0,4.66,294.2,4.66,8.54,10.15033,710.0815,92.1,7.247,-1.6,-1.4,0.001288,"013CAMPBELLCLIM50535VUE-500003772",600,331.0929
"2025-03-25 07:40:00",91,13.1,9.25,30.5,0,0,0,4.66,294.2,4.66,8.61,10.27,710.0602,91.3,7.517,-0.8,0.3,0.001841,"013CAMPBELLCLIM50535VUE-500003772",600,328.4604
"2025-03-25 07:50:00",92,13.37,9.45,45.83,0,0,0,4.66,294.2,4.66,8.73,10.23667,710.0482,87.7,7.787,-2.6,0,0.002768,"013CAMPBELLCLIM50535VUE-500003772",600,328.1717
"2025-03-25 08:00:00",93,13.77,9.73,70.26,0,0,0,4.66,294.2,4.66,9.02,10.31533,710.0718,89.5,8.1,-2.8,-1,0.004241,"013CAMPBELLCLIM50535VUE-500003772",600,327.9653
"2025-03-25 08:10:00",94,13.95,10.17,104.5,0,0,0,4.66,294.2,4.66,9.38,10.482,710.0985,87.3,8.49,-1.5,0.4,0.006306,"013CAMPBELLCLIM50535VUE-500003772",600,328.3586
"2025-03-25 08:20:00",95,13.95,10.66,157.3,0,0,0,4.66,294.2,4.66,9.79,10.77233,710.16,90.3,8.99,-3.5,-0.6,0.009495,"013CAMPBELLCLIM50535VUE-500003772",600,328.0085
"2025-03-25 08:30:00",96,13.95,11.2,222.1,0,0,0,4.66,294.2,4.66,10.2,11.09867,710.215,87.7,9.56,-0.5,0.6,0.013386,"013CAMPBELLCLIM50535VUE-500003772",600,326.5119
"2025-03-25 08:40:00",97,13.92,11.77,270.7,0,0,0,4.66,294.2,4.66,10.71,11.4775,710.2368,89.7,10.18,-2.4,-1.1,0.016267,"013CAMPBELLCLIM50535VUE-500003772",600,322.6026
"2025-03-25 08:50:00",98,13.91,12.41,308.2,0,0,0,4.66,294.2,4.66,11.2,11.86417,710.372,89.8,10.84,-0.9,0.6,0.018537,"013CAMPBELLCLIM50535VUE-500003772",600,317.7915
"2025-03-25 09:00:00",99,13.89,13.08,347.1,0,0,0,4.359,289.3,6.78,11.67,12.377,710.4984,90.7,11.53,-2,0.3,0.020867,"013CAMPBELLCLIM50535VUE-500003772",359,314.2234
"2025-03-25 09:10:00",100,13.87,13.78,419,0,0,0,3.489,279.5,6.8,11.79,12.69583,710.5703,92.5,12.18,-0.9,-0.2,0.0252,"013CAMPBELLCLIM50535VUE-500003772",0,312.7023
"2025-03-25 09:20:00",101,13.86,14.39,425.4,0,0,0,3.477,271.4,6.49,12.05,13.017,710.7002,91.8,12.82,-1.3,-0.1,0.025518,"013CAMPBELLCLIM50535VUE-500003772",0,312.5408
"2025-03-25 09:30:00",102,13.86,14.92,406.5,0,0,0,4.063,277.4,7.38,12.05,13.16817,710.7817,92.6,13.21,-1.2,0.6,0.02435,"013CAMPBELLCLIM50535VUE-500003772",0,306.292
"2025-03-25 09:40:00",103,13.83,15.28,436.4,0,0,0,4.397,293.1,7.66,12.05,13.03667,710.775,90.7,13.27,-1.2,-0.5,0.026435,"013CAMPBELLCLIM50535VUE-500003772",0,307.386
"2025-03-25 09:50:00",104,13.83,15.59,686.9,0,0,0,3.766,289.2,8,12.91,13.2525,710.7784,86.7,13.69,-1.1,0.4,0.041398,"013CAMPBELLCLIM50535VUE-500003772",0,304.9578
"2025-03-25 10:00:00",105,13.83,16.11,727.8,0,0,0,3.122,277.2,7,13.61,13.75317,710.8635,90.6,14.51,-1.2,-0.1,0.043589,"013CAMPBELLCLIM50535VUE-500003772",0,300.6421
"2025-03-25 10:10:00",106,13.8,16.76,785.4,0,0,0,4.022,279.8,8.52,13.62,13.87867,710.8365,82.2,15.17,-1,0,0.047146,"013CAMPBELLCLIM50535VUE-500003772",0,292.889
"2025-03-25 10:20:00",107,13.8,17.28,812,0,0,0,4.323,282.2,7.66,13.66,13.43217,710.8034,82.2,15.36,-1.1,0.6,0.048779,"013CAMPBELLCLIM50535VUE-500003772",0,291.347
"2025-03-25 10:30:00",108,13.78,17.67,805,0,0,0,3.803,275.7,7.55,14.15,13.7865,710.7899,82.6,15.78,-1.7,0.6,0.048336,"013CAMPBELLCLIM50535VUE-500003772",0,295.3642
"2025-03-25 10:40:00",109,13.77,18.02,881,0,0,0,4.301,281,7.79,14.18,13.50467,710.6633,84.5,16,-0.5,-0.2,0.052696,"013CAMPBELLCLIM50535VUE-500003772",0,293.7286
"2025-03-25 10:50:00",110,13.77,18.33,871,0,0,0,3.482,282.4,7.14,14.68,13.67383,710.6599,87.7,16.23,-2,0.3,0.052637,"013CAMPBELLCLIM50535VUE-500003772",0,305.3006
"2025-03-25 11:00:00",111,13.76,18.74,792.7,0,0,0,4.188,269.6,8.71,14.45,13.61017,710.5532,86.8,16.74,-0.2,0.1,0.046744,"013CAMPBELLCLIM50535VUE-500003772",0,309.9322
"2025-03-25 11:10:00",112,13.74,19.02,576.6,0,0,0,4.418,273.4,7.92,13.6,12.8515,710.4965,82.9,16.11,-1.6,0,0.035376,"013CAMPBELLCLIM50535VUE-500003772",0,319.1267
"2025-03-25 11:20:00",113,13.75,18.99,1016,0,0,0,4.775,268.9,8.28,14.36,13.2625,710.3667,83.7,16.23,-1.5,1,0.060688,"013CAMPBELLCLIM50535VUE-500003772",0,322.5935
"2025-03-25 11:30:00",114,13.75,19.16,530.6,0,0,0,3.439,283.5,7.41,14.4,13.32733,710.3415,80.5,16.42,-1.5,0.1,0.0317,"013CAMPBELLCLIM50535VUE-500003772",0,342.6033
"2025-03-25 11:40:00",115,13.75,19.38,903,0,0,0,4.55,270.2,7.68,14.55,13.6755,710.1865,85.8,16.76,0.2,0.8,0.054585,"013CAMPBELLCLIM50535VUE-500003772",0,330.7213
"2025-03-25 11:50:00",116,13.75,19.62,1033,0,0,0,4.818,271.2,8.45,14.94,13.94283,710.1097,82.5,17.05,-2.2,0.5,0.062025,"013CAMPBELLCLIM50535VUE-500003772",0,334.6627
"2025-03-25 12:00:00",117,13.74,19.95,1113,0,0,0,4.662,271,8.05,15.12,13.795,710.02,77.2,17.36,-0.9,-0.1,0.066796,"013CAMPBELLCLIM50535VUE-500003772",0,330.0293
"2025-03-25 12:10:00",118,13.72,20.36,1048,0,0,0,4.971,268.1,10.14,15.22,14.1115,709.9432,85,17.64,-1.8,0.6,0.062878,"013CAMPBELLCLIM50535VUE-500003772",0,321.69
"2025-03-25 12:20:00",119,13.72,20.61,967,0,0,0,5.022,265.8,10.9,14.84,13.675,709.8981,73.5,17.3,-1.5,0.5,0.057897,"013CAMPBELLCLIM50535VUE-500003772",0,317.027
"2025-03-25 12:30:00",120,13.72,20.62,1075,0,0,0,5.098,273.5,9.39,15.33,13.7795,709.8101,83.8,17.38,-1.1,0.5,0.064528,"013CAMPBELLCLIM50535VUE-500003772",0,314.4294
"2025-03-25 12:40:00",121,13.72,20.67,795.8,0,0,0,4.974,268.5,9.7,14.76,13.35067,709.7665,81.4,17.16,-1.1,-0.2,0.047713,"013CAMPBELLCLIM50535VUE-500003772",0,314.806
"2025-03-25 12:50:00",122,13.72,20.53,886,0,0,0,4.899,273.6,9.78,14.59,13.3295,709.7165,78.3,16.68,-0.2,0,0.053177,"013CAMPBELLCLIM50535VUE-500003772",0,303.1498
"2025-03-25 13:00:00",123,13.72,20.33,1018,0,0,0,4.77,267.3,7.8,15.33,13.38467,709.5663,79,16.88,-2.2,1.3,0.061022,"013CAMPBELLCLIM50535VUE-500003772",0,294.6757
"2025-03-25 13:10:00",124,13.72,20.38,1011,0,0,0,4.323,274.8,9.05,15.57,13.207,709.4015,71.7,17.11,-2.3,1.3,0.060666,"013CAMPBELLCLIM50535VUE-500003772",0,294.1505
"2025-03-25 13:20:00",125,13.72,20.47,953,0,0,0,5.082,271.3,8.85,15.35,12.68917,709.1996,76.9,17.41,-2,1,0.057216,"013CAMPBELLCLIM50535VUE-500003772",0,299.9802
"2025-03-25 13:30:00",126,13.72,20.57,1035,0,0,0,4.923,269.9,9.02,15.74,12.89717,709.0298,70.4,17.69,-1.1,0.1,0.062148,"013CAMPBELLCLIM50535VUE-500003772",0,304.6892
"2025-03-25 13:40:00",127,13.72,20.74,910,0,0,0,5.252,261.4,11.23,15.65,12.86433,708.9468,78.8,18.12,-1.5,-0.6,0.053908,"013CAMPBELLCLIM50535VUE-500003772",0,306.0474
"2025-03-25 13:50:00",128,13.72,20.89,768.6,0,0,0,5.381,259.8,10.16,15.19,12.8075,708.8893,72.2,17.88,-1.1,0.3,0.046754,"013CAMPBELLCLIM50535VUE-500003772",0,308.1775
"2025-03-25 14:00:00",129,13.72,20.91,867,0,0,0,4.208,264.8,7.39,15.98,13.04817,708.7365,70.3,18.27,-0.7,0.1,0.052072,"013CAMPBELLCLIM50535VUE-500003772",0,320.9467
"2025-03-25 14:10:00",130,13.7,21.13,865,0,0,0,4.757,265,8.5,15.11,12.739,708.538,76.7,18.45,-1.3,0,0.051708,"013CAMPBELLCLIM50535VUE-500003772",0,316.2848
"2025-03-25 14:20:00",131,13.69,21.25,487.1,0,0,0,3.424,275.1,6.91,15.12,12.83333,708.5333,79.4,18.3,-1.1,0.2,0.029016,"013CAMPBELLCLIM50535VUE-500003772",0,329.6929
"2025-03-25 14:30:00",132,13.69,21.19,400.8,0,0,0,5.141,256.7,8.22,14.37,12.645,708.4835,79.7,17.72,-1.2,-0.4,0.023713,"013CAMPBELLCLIM50535VUE-500003772",0,330.1639
